id,eventType,teamId,playerId,playerName,x,y,min,minAdded,isBlocked,isOnTarget,blockedX,blockedY,goalCrossedY,goalCrossedZ,expectedGoals,expectedGoalsOnTarget,shotType,situation,period,isOwnGoal,onGoalShot,isSavedOffLine,isFromInsideBox,firstName,lastName,fullName,teamColor,matchId,teamName,oppositeTeam,shortName
2709319091,Miss,9879,493647,Adama Traoré,92.2,18.5342675181,8,,False,False,,,30.256,4.5846896616,0.0301438570022583,0.0,RightFoot,RegularPlay,FirstHalf,False,"{'x': 1.5530623084167812, 'y': 0.6772486772486772, 'zoomRatio': 0.5583802152284811}",False,True,Adama,Traoré,Adama Traoré,#000000,4506263,Fulham,Man Utd,
2709323601,AttemptSaved,9879,469804,Kenny Tete,77.0791262152,34.07625,13,,False,True,102.8189655174,33.61875,30.873749999999998,2.0290526216,0.019571755081415176,0.2845032215118408,RightFoot,RegularPlay,FirstHalf,False,"{'x': 1.8270502645502642, 'y': 0.5367864078306878, 'zoomRatio': 1}",False,False,Kenny,Tete,Kenny Tete,#000000,4506263,Fulham,Man Utd,
2709324389,AttemptSaved,9879,1128945,Rodrigo Muniz,94.38596491070001,30.645,14,,True,True,98.24561403470001,32.474999999999994,37.12625,0.3595789456,0.05016680806875229,0.0,Header,FromCorner,FirstHalf,False,"{'x': 0.1729497354497358, 'y': 0.09512670518518518, 'zoomRatio': 1}",False,True,Rodrigo,Muniz,Rodrigo Muniz,#000000,4506263,Fulham,Man Utd,
2709330981,Miss,10260,422685,Bruno Fernandes,102.25000000019999,46.0326114612,20,,False,False,,,39.208809525,0.1797894728,0.02017912268638611,0.0,LeftFoot,RegularPlay,FirstHalf,False,"{'x': 0, 'y': 0.034516422982466426, 'zoomRatio': 0.725693650700349}",False,True,Bruno,Fernandes,Bruno Fernandes,#C70101,4506263,Man Utd,Fulham,
2709337569,Miss,10260,208494,Casemiro,79.3315533992,32.39875,27,,False,False,,,38.452380954,4.8280000072,0.04218415915966034,0.0,RightFoot,RegularPlay,FirstHalf,False,"{'x': 0.3754413613904556, 'y': 0.6772486772486772, 'zoomRatio': 0.5302402643293849}",False,False,,Casemiro,Casemiro,#C70101,4506263,Man Utd,Fulham,
2709339511,AttemptSaved,10260,422685,Bruno Fernandes,93.2,22.878216564699997,29,,False,True,98.535087719,27.53047619,34.22875,0.7705263120000001,0.2519596815109253,0.14365838468074799,RightFoot,RegularPlay,FirstHalf,False,"{'x': 0.9394841269841275, 'y': 0.2038429396825397, 'zoomRatio': 1}",False,True,Bruno,Fernandes,Bruno Fernandes,#C70101,4506263,Man Utd,Fulham,
2709344937,AttemptSaved,10260,422685,Bruno Fernandes,96.79824561320001,32.39875,34,,False,True,99.1140350876,32.779999999999994,32.551249999999996,0.3274736826,0.6876841187477112,0.5892084836959839,RightFoot,RegularPlay,FirstHalf,False,"{'x': 1.3832671957671967, 'y': 0.08663324936507935, 'zoomRatio': 1}",False,True,Bruno,Fernandes,Bruno Fernandes,#C70101,4506263,Man Utd,Fulham,
2709347319,Miss,10260,208494,Casemiro,100.9224137934,40.049285714999996,37,,False,False,,,38.368333335,2.1382105158,0.07494495064020157,0.0,Header,FromCorner,FirstHalf,False,"{'x': 0, 'y': 0.4894797058338495, 'zoomRatio': 0.8653185803642427}",False,True,,Casemiro,Casemiro,#C70101,4506263,Man Utd,Fulham,
2709352265,Miss,10260,208494,Casemiro,86.13823529359999,30.291999999999998,42,,False,False,,,34.305,5.305931043199999,0.04564186930656433,0.0,RightFoot,RegularPlay,FirstHalf,False,"{'x': 0.9610698207573632, 'y': 0.6772486772486772, 'zoomRatio': 0.48247894274480957}",False,False,,Casemiro,Casemiro,#C70101,4506263,Man Utd,Fulham,
2709368411,Miss,9879,604785,Alex Iwobi,101.3965517244,42.928749999999994,48,,False,False,,,37.696,5.9142069072,0.0392976813018322,0.0,Header,FromCorner,SecondHalf,False,"{'x': 0.5767630131330368, 'y': 0.6772486772486772, 'zoomRatio': 0.4328560092957581}",False,True,Alex,Iwobi,Alex Iwobi,#000000,4506263,Fulham,Man Utd,
